Time,ObjectPositionX,ObjectPositionY,ObjectPositionZ,RayCastX,RayCastY,RayCastZ
89.05865,-23.84665,5.02397,17.96436,0,0,0
89.06741,-23.84625,5.024621,17.96288,0,0,0
89.07702,-23.84625,5.024621,17.96288,0,0,0
89.08595,-23.84625,5.024621,17.96288,0,0,0
89.09572,-23.84625,5.024621,17.96288,0,0,0
89.10458,-23.84585,5.025275,17.9614,0,0,0
89.11434,-23.84585,5.025275,17.9614,0,0,0
89.12298,-23.84545,5.02593,17.95992,0,0,0
89.13286,-23.84545,5.02593,17.95992,0,0,0
89.14173,-23.84545,5.02593,17.95992,0,0,0
89.15197,-23.84545,5.02593,17.95992,0,0,0
89.16064,-23.84391,5.026094,17.96041,0,0,0
89.17097,-23.84391,5.026094,17.96041,0,0,0
89.17954,-23.84391,5.026094,17.96041,0,0,0
89.1885,-23.84417,5.026752,17.95878,0,0,0
89.19816,-23.84417,5.026752,17.95878,0,0,0
89.20679,-23.84417,5.026752,17.95878,0,0,0
89.21635,-23.84417,5.026752,17.95878,0,0,0
89.22517,-23.84523,5.026095,17.96012,0,0,0
89.23476,-23.84523,5.026095,17.96012,0,0,0
89.24333,-23.8459,5.026094,17.95998,0,0,0
89.25302,-23.8459,5.026094,17.95998,0,0,0
89.26153,-23.84396,5.026918,17.95899,0,0,0
89.27283,-23.84396,5.026918,17.95899,0,0,0
89.28191,-23.84549,5.026752,17.9585,0,0,0
89.29187,-23.84549,5.026752,17.9585,0,0,0
89.30067,-23.84396,5.026918,17.95899,0,0,0
89.31026,-23.84396,5.026918,17.95899,0,0,0
89.31883,-23.84396,5.026918,17.95899,0,0,0
89.32743,-23.84396,5.026918,17.95899,0,0,0
89.33732,-23.84396,5.026918,17.95899,0,0,0
89.34595,-23.84549,5.026752,17.9585,0,0,0
89.35559,-23.84549,5.026752,17.9585,0,0,0
89.36436,-23.84509,5.027411,17.95702,0,0,0
89.37398,-23.84509,5.027411,17.95702,0,0,0
89.3828,-23.84509,5.027411,17.95702,0,0,0
89.39213,-23.84509,5.027411,17.95702,0,0,0
89.40092,-23.84549,5.026752,17.9585,0,0,0
89.41035,-23.84549,5.026752,17.9585,0,0,0
89.4192,-23.84549,5.026752,17.9585,0,0,0
89.42764,-23.8459,5.026094,17.95998,0,0,0
89.43698,-23.8459,5.026094,17.95998,0,0,0
89.44521,-23.8459,5.026094,17.95998,0,0,0
89.45473,-23.8459,5.026094,17.95998,0,0,0
89.46342,-23.8459,5.026094,17.95998,0,0,0
89.47292,-23.8459,5.026094,17.95998,0,0,0
89.48151,-23.84784,5.025275,17.96097,0,0,0
89.49101,-23.84784,5.025275,17.96097,0,0,0
89.49942,-23.84784,5.025275,17.96097,0,0,0
89.50819,-23.8463,5.025439,17.96146,0,0,0
89.51793,-23.8463,5.025439,17.96146,0,0,0
89.52667,-23.84807,5.024322,17.9619,0,0,0
89.53799,-23.84807,5.024322,17.9619,0,0,0
89.54752,-23.84653,5.024486,17.96239,0,0,0
89.55779,-23.84653,5.024486,17.96239,0,0,0
89.56728,-23.845,5.024652,17.96288,0,0,0
89.57753,-23.845,5.024652,17.96288,0,0,0
89.58632,-23.84653,5.024486,17.96239,0,0,0
89.59579,-23.84653,5.024486,17.96239,0,0,0
89.60464,-23.84807,5.024322,17.9619,0,0,0
89.61427,-23.84807,5.024322,17.9619,0,0,0
89.62293,-23.84637,5.024186,17.96184,0,0,0
89.6329,-23.84637,5.024186,17.96184,0,0,0
89.64135,-23.84597,5.024841,17.96036,0,0,0
89.65094,-23.84597,5.024841,17.96036,0,0,0
89.6593,-23.84597,5.024841,17.96036,0,0,0
89.66764,-23.84637,5.024187,17.96184,0,0,0
89.6768,-23.84637,5.024187,17.96184,0,0,0
89.68597,-23.84597,5.024841,17.96036,0,0,0
89.69536,-23.84597,5.024841,17.96036,0,0,0
89.70367,-23.84597,5.024841,17.96036,0,0,0
89.71304,-23.84597,5.024841,17.96036,0,0,0
89.7257,-23.84637,5.024187,17.96184,0,0,0
89.73505,-23.84637,5.024187,17.96184,0,0,0
89.74329,-23.8475,5.024677,17.95987,0,0,0
89.75307,-23.8475,5.024677,17.95987,0,0,0
89.7617,-23.84905,5.024514,17.95938,0,0,0
89.77127,-23.84905,5.024514,17.95938,0,0,0
89.78001,-23.84905,5.024514,17.95938,0,0,0
89.7903,-23.84905,5.024514,17.95938,0,0,0
89.799,-23.84905,5.024514,17.95938,0,0,0
89.80757,-23.84905,5.024514,17.95938,0,0,0
89.81724,-23.84905,5.024514,17.95938,0,0,0
89.82578,-23.84905,5.024514,17.95938,0,0,0
89.83554,-23.84905,5.024514,17.95938,0,0,0
89.84418,-23.85059,5.024354,17.95889,0,0,0
89.85386,-23.85059,5.024354,17.95889,0,0,0
89.8625,-23.85059,5.024354,17.95889,0,0,0
89.87227,-23.85059,5.024354,17.95889,0,0,0
89.88092,-23.84905,5.024514,17.95938,0,0,0
89.89041,-23.84905,5.024514,17.95938,0,0,0
89.89906,-23.84905,5.024514,17.95938,0,0,0
89.90756,-23.84992,5.024354,17.95903,0,0,0
89.91711,-23.84992,5.024354,17.95903,0,0,0
89.92583,-23.84808,5.0248,17.95838,0,0,0
89.93623,-23.84808,5.0248,17.95838,0,0,0
89.94478,-23.84962,5.02464,17.95789,0,0,0
89.95456,-23.84962,5.02464,17.95789,0,0,0
89.96321,-23.85003,5.023983,17.95937,0,0,0
89.97276,-23.85003,5.023983,17.95937,0,0,0
89.98132,-23.84889,5.023488,17.96135,0,0,0
89.99069,-23.84889,5.023488,17.96135,0,0,0
89.99911,-23.84889,5.023488,17.96135,0,0,0
90.00755,-23.84889,5.023488,17.96135,0,0,0
90.01701,-23.84889,5.023488,17.96135,0,0,0
90.02554,-23.85043,5.023327,17.96086,0,0,0
90.03497,-23.85043,5.023327,17.96086,0,0,0
90.04337,-23.84823,5.023488,17.96149,0,0,0
90.05293,-23.84823,5.023488,17.96149,0,0,0
90.06158,-23.84863,5.022835,17.96297,0,0,0
90.07111,-23.84863,5.022835,17.96297,0,0,0
90.0796,-23.84863,5.022835,17.96297,0,0,0
90.08816,-23.84823,5.023489,17.96149,0,0,0
90.09773,-23.84823,5.023489,17.96149,0,0,0
90.10621,-23.85017,5.022674,17.96248,0,0,0
90.11558,-23.85017,5.022674,17.96248,0,0,0
90.12389,-23.84863,5.022835,17.96297,0,0,0
90.13345,-23.84863,5.022835,17.96297,0,0,0
90.14197,-23.84863,5.022835,17.96297,0,0,0
90.15157,-23.84863,5.022835,17.96297,0,0,0
90.16638,-23.84837,5.022184,17.9646,0,0,0
90.17995,-23.84837,5.022184,17.9646,0,0,0
90.19447,-23.84928,5.020517,17.96791,0,0,0
90.20834,-23.84928,5.020517,17.96791,0,0,0
90.22188,-23.84979,5.019501,17.96974,0,0,0
